//InputFieldType [V|F|N], InputBitIndex [605..0|229..0], OutputFieldType [V|N], OutputBitIndex [699..0|133..0], BitOperation [=|!|0|1]
//Vital
//Source - Raw
//Destination - Raw
V,0,V,0,=
V,1,V,1,=
V,2,V,2,=
V,3,V,3,=
V,4,V,4,=
V,5,V,5,=
V,6,V,6,=
V,7,V,7,=
V,8,V,8,=
V,9,V,9,=
V,10,V,10,=
V,11,V,11,=
V,12,V,12,=
V,13,V,13,=
V,14,V,14,=
V,15,V,15,=
V,16,V,16,=
V,17,V,17,=
V,18,V,18,=
V,19,V,19,=
V,20,V,20,=
V,21,V,21,=
V,22,V,22,=
V,23,V,23,=
V,24,V,24,=
V,25,V,25,=
V,26,V,26,=
V,27,V,27,=
V,28,V,28,=
V,29,V,29,=
V,30,V,30,=
V,31,V,31,=
V,32,V,32,=
V,33,V,33,=
V,34,V,34,=
V,35,V,35,=
V,36,V,36,=
V,37,V,37,=
V,38,V,38,=
V,39,V,39,=
V,40,V,40,=
V,41,V,41,=
V,42,V,42,=
V,43,V,43,=
V,44,V,44,=
V,45,V,45,=
V,46,V,46,=
V,47,V,47,=
V,48,V,48,=
V,49,V,49,=
V,50,V,50,=
V,51,V,51,=
V,52,V,52,=
V,53,V,53,=
V,54,V,54,=
V,55,V,55,=
V,56,V,56,=
V,57,V,57,=
V,58,V,58,=
V,59,V,59,=
V,60,V,60,=
V,61,V,61,=
V,62,V,62,=
V,63,V,63,=
V,64,V,64,=
V,65,V,65,=
V,66,V,66,=
V,67,V,67,=
V,68,V,68,=
V,69,V,69,=
V,70,V,70,=
V,71,V,71,=
V,72,V,72,=
V,73,V,73,=
V,74,V,74,=
V,75,V,75,=
V,76,V,76,=
V,77,V,77,=
V,78,V,78,=
V,79,V,79,=
V,80,V,80,=
V,81,V,81,=
V,82,V,82,=
V,83,V,83,=
V,84,V,84,=
V,85,V,85,=
V,86,V,86,=
V,87,V,87,=
V,88,V,88,=
V,89,V,89,=
V,90,V,90,=
V,91,V,91,=
V,92,V,92,=
V,93,V,93,=
V,94,V,94,=
V,95,V,95,=
V,96,V,96,=
V,97,V,97,=
V,98,V,98,=
V,99,V,99,=
V,100,V,100,=
V,101,V,101,=
V,102,V,102,=
V,103,V,103,=
V,104,V,104,=
V,105,V,105,=
V,106,V,106,=
V,107,V,107,=
V,108,V,108,=
V,109,V,109,=
V,110,V,110,=
V,111,V,111,=
V,112,V,112,=
V,113,V,113,=
V,114,V,114,=
V,115,V,115,=
V,116,V,116,=
V,117,V,117,=
V,118,V,118,=
V,119,V,119,=
V,120,V,120,=
V,121,V,121,=
V,122,V,122,=
V,123,V,123,=
V,124,V,124,=
V,125,V,125,=
V,126,V,126,=
V,127,V,127,=
V,128,V,128,=
V,129,V,129,=
V,130,V,130,=
V,131,V,131,=
V,132,V,132,=
V,133,V,133,=
V,134,V,134,=
V,135,V,135,=
V,136,V,136,=
V,137,V,137,=
V,138,V,138,=
V,139,V,139,=
V,140,V,140,=
V,141,V,141,=
V,142,V,142,=
V,143,V,143,=
V,144,V,144,=
V,145,V,145,=
V,146,V,146,=
V,147,V,147,=
V,148,V,148,=
V,149,V,149,=
V,150,V,150,=
V,151,V,151,=
V,152,V,152,=
V,153,V,153,=
V,154,V,154,=
V,155,V,155,=
V,156,V,156,=
V,157,V,157,=
V,158,V,158,=
V,159,V,159,=
V,160,V,160,=
V,161,V,161,=
V,162,V,162,=
V,163,V,163,=
V,164,V,164,=
V,165,V,165,=
V,166,V,166,=
V,167,V,167,=
V,168,V,168,=
V,169,V,169,=
V,170,V,170,=
V,171,V,171,=
V,172,V,172,=
V,173,V,173,=
V,174,V,174,=
V,175,V,175,=
V,176,V,176,=
V,177,V,177,=
V,178,V,178,=
V,179,V,179,=
V,180,V,180,=
V,181,V,181,=
V,182,V,182,=
V,183,V,183,=
V,184,V,184,=
V,185,V,185,=
V,186,V,186,=
V,187,V,187,=
V,188,V,188,=
V,189,V,189,=
V,190,V,190,=
V,191,V,191,=
V,192,V,192,=
V,193,V,193,=
V,194,V,194,=
V,195,V,195,=
V,196,V,196,=
V,197,V,197,=
V,198,V,198,=
V,199,V,199,=
V,200,V,200,=
V,201,V,201,=
V,202,V,202,=
V,203,V,203,=
V,204,V,204,=
V,205,V,205,=
V,206,V,206,=
V,207,V,207,=
V,208,V,208,=
V,209,V,209,=
V,210,V,210,=
V,211,V,211,=
V,212,V,212,=
V,213,V,213,=
V,214,V,214,=
V,215,V,215,=
V,216,V,216,=
V,217,V,217,=
V,218,V,218,=
V,219,V,219,=
V,220,V,220,=
V,221,V,221,=
V,222,V,222,=
V,223,V,223,=
V,224,V,224,=
V,225,V,225,=
V,226,V,226,=
V,227,V,227,=
V,228,V,228,=
V,229,V,229,=
V,230,V,230,=
V,231,V,231,=
V,232,V,232,=
V,233,V,233,=
V,234,V,234,=
V,235,V,235,=
V,236,V,236,=
V,237,V,237,=
V,238,V,238,=
V,239,V,239,=
V,240,V,240,=
V,241,V,241,=
V,242,V,242,=
V,243,V,243,=
V,244,V,244,=
V,245,V,245,=
V,246,V,246,=
V,247,V,247,=
V,248,V,248,=
V,249,V,249,=
V,250,V,250,=
V,251,V,251,=
V,252,V,252,=
V,253,V,253,=
V,254,V,254,=
V,255,V,255,=
V,256,V,256,=
V,257,V,257,=
V,258,V,258,=
V,259,V,259,=
V,260,V,260,=
V,261,V,261,=
V,262,V,262,=
V,263,V,263,=
V,264,V,264,=
V,265,V,265,=
V,266,V,266,=
V,267,V,267,=
V,268,V,268,=
V,269,V,269,=
V,270,V,270,=
V,271,V,271,=
V,272,V,272,=
V,273,V,273,=
V,274,V,274,=
V,275,V,275,=
V,276,V,276,=
V,277,V,277,=
V,278,V,278,=
V,279,V,279,=
V,280,V,280,=
V,281,V,281,=
V,282,V,282,=
V,283,V,283,=
V,284,V,284,=
V,285,V,285,=
V,286,V,286,=
V,287,V,287,=
V,288,V,288,=
V,289,V,289,=
V,290,V,290,=
V,291,V,291,=
V,292,V,292,=
V,293,V,293,=
V,294,V,294,=
V,295,V,295,=
V,296,V,296,=
V,297,V,297,=
V,298,V,298,=
V,299,V,299,=
//Source - Filtered
F,0,V,300,=
F,1,V,301,=
F,2,V,302,=
F,3,V,303,=
F,4,V,304,=
F,5,V,305,=
F,6,V,306,=
F,7,V,307,=
F,8,V,308,=
F,9,V,309,=
F,10,V,310,=
F,11,V,311,=
F,12,V,312,=
F,13,V,313,=
F,14,V,314,=
F,15,V,315,=
F,16,V,316,=
F,17,V,317,=
F,18,V,318,=
F,19,V,319,=
F,20,V,320,=
F,21,V,321,=
F,22,V,322,=
F,23,V,323,=
F,24,V,324,=
F,25,V,325,=
F,26,V,326,=
F,27,V,327,=
F,28,V,328,=
F,29,V,329,=
F,30,V,330,=
F,31,V,331,=
F,32,V,332,=
F,33,V,333,=
F,34,V,334,=
F,35,V,335,=
F,36,V,336,=
F,37,V,337,=
F,38,V,338,=
F,39,V,339,=
F,40,V,340,=
F,41,V,341,=
F,42,V,342,=
F,43,V,343,=
F,44,V,344,=
F,45,V,345,=
F,46,V,346,=
F,47,V,347,=
F,48,V,348,=
F,49,V,349,=
F,50,V,350,=
F,51,V,351,=
F,52,V,352,=
F,53,V,353,=
